Province name,Province number,Development,Base Tax,Base Production,Base manpower,Owner,Trade good,Trade node,Terrain,Religion,Owner religious status,Culture,Owner cultural status,Colonized,Has port,Climate,Winter,Monsoon,Area,Region,Superregion,Continent
Stavanger,24,4,3,2,1,NOR - Norway,fish,north_sea,highlands,catholic,Same religion,norwegian,Same culture,True,True,temperate,normal_winter,no_monsoon,western_norway,,,europe
Gotland,25,8,4,4,2,GOT - Gotland,wool,baltic_sea,grasslands,catholic,Same religion,swedish,Same culture,True,True,temperate,normal_winter,no_monsoon,gotaland_area,scandinavia_region,europe_superregion,europe
Halland,26,7,3,3,2,DAN - Denmark,livestock,lubeck,grasslands,catholic,Same religion,danish,Same culture,True,True,temperate,mild_winter,no_monsoon,skaneland_area,scandinavia_region,europe_superregion,europe
Finland,27,7,3,3,2,SWE - Sweden,grain,baltic_sea,grasslands,catholic,Same religion,swedish,Same culture,True,True,temperate,normal_winter,no_monsoon,finland_area,scandinavia_region,europe_superregion,europe
Nyland,28,6,2,2,2,SWE - Sweden,naval_supplies,baltic_sea,grasslands,catholic,Same religion,finnish,Same culture group,True,True,temperate,normal_winter,no_monsoon,finland_area,scandinavia_region,europe_superregion,europe
Tavastland,29,3,1,1,1,SWE - Sweden,fur,baltic_sea,forest,catholic,Same religion,finnish,Same culture group,True,False,temperate,normal_winter,no_monsoon,finland_area,scandinavia_region,europe_superregion,europe
Viborg,30,6,2,2,2,SWE - Sweden,fur,novgorod,forest,catholic,Same religion,finnish,Same culture group,True,True,temperate,severe_winter,no_monsoon,karelia_area,russia_region,eastern_europe_superregion,europe
Savolax,31,3,1,1,1,SWE - Sweden,fur,baltic_sea,forest,catholic,Same religion,finnish,Same culture group,True,False,temperate,severe_winter,no_monsoon,finland_area,scandinavia_region,europe_superregion,europe
Kexholm,32,4,2,2,1,NOV - Novgorod,fur,novgorod,forest,orthodox,Same religion,karelian,Different culture group,True,False,temperate,severe_winter,no_monsoon,north_karelia,,,europe
Neva,33,5,3,3,1,NOV - Novgorod,fur,novgorod,grasslands,orthodox,Same religion,karelian,Different culture group,True,True,temperate,severe_winter,no_monsoon,karelia_area,russia_region,eastern_europe_superregion,europe
Ingermanland,34,5,3,3,1,NOV - Novgorod,fur,novgorod,woods,orthodox,Same religion,novgorodian,Same culture,True,True,temperate,normal_winter,no_monsoon,karelia_area,russia_region,eastern_europe_superregion,europe
Ösel,35,3,1,1,1,LIV - LivonianOrder,grain,baltic_sea,grasslands,catholic,Same religion,estonian,Different culture group,True,True,temperate,normal_winter,no_monsoon,curonia_area,baltic_region,eastern_europe_superregion,europe
Estland,36,8,4,4,2,LIV - LivonianOrder,grain,baltic_sea,grasslands,catholic,Same religion,estonian,Different culture group,True,True,temperate,normal_winter,no_monsoon,estonia_ingria_area,baltic_region,eastern_europe_superregion,europe
Livland,37,7,3,3,2,LIV - LivonianOrder,livestock,baltic_sea,woods,catholic,Same religion,latvian,Different culture group,True,True,temperate,normal_winter,no_monsoon,livonia_area,baltic_region,eastern_europe_superregion,europe
Riga,38,7,5,5,1,RIG - Riga,naval_supplies,baltic_sea,woods,catholic,Same religion,baltic_german,Same culture,True,True,temperate,normal_winter,no_monsoon,livonia_area,baltic_region,eastern_europe_superregion,europe
Kurland,39,5,3,3,1,LIV - LivonianOrder,naval_supplies,baltic_sea,grasslands,catholic,Same religion,latvian,Different culture group,True,True,temperate,normal_winter,no_monsoon,curonia_area,baltic_region,eastern_europe_superregion,europe
Memel,40,9,3,3,3,TEU - Teutonicorder,livestock,baltic_sea,woods,catholic,Same religion,lithuanian,Different culture group,True,True,temperate,normal_winter,no_monsoon,east_prussia_area,baltic_region,eastern_europe_superregion,europe
Ostpreussen,41,11,5,5,3,TEU - Teutonicorder,gems,baltic_sea,woods,catholic,Same religion,prussian,Same culture,True,True,temperate,normal_winter,no_monsoon,east_prussia_area,baltic_region,eastern_europe_superregion,europe
Warmia,42,7,3,3,2,TEU - Teutonicorder,naval_supplies,baltic_sea,grasslands,catholic,Same religion,prussian,Same culture,True,False,temperate,normal_winter,no_monsoon,east_prussia_area,baltic_region,eastern_europe_superregion,europe
Danzig,43,11,7,7,2,TEU - Teutonicorder,gems,baltic_sea,farmlands,catholic,Same religion,prussian,Same culture,True,True,temperate,normal_winter,no_monsoon,west_prussia_area,baltic_region,eastern_europe_superregion,europe
Hamburg,44,17,7,7,5,HAM - Hamburg,fish,lubeck,farmlands,catholic,Same religion,lower_saxon,Same culture,True,True,temperate,mild_winter,no_monsoon,lower_saxony_area,north_german_region,europe_superregion,europe
Lübeck,45,13,7,7,3,HSA - Hansa,naval_supplies,lubeck,farmlands,catholic,Same religion,lower_saxon,Same culture,True,True,temperate,normal_winter,no_monsoon,mecklenburg_area,north_german_region,europe_superregion,europe
Mecklenburg,46,8,4,4,2,MKL - Mecklenburg,naval_supplies,lubeck,woods,catholic,Same religion,pommeranian,Same culture,True,True,temperate,normal_winter,no_monsoon,mecklenburg_area,north_german_region,europe_superregion,europe
Stralsund,47,6,2,2,2,WOL - Wolgast,fish,lubeck,woods,catholic,Same religion,pommeranian,Same culture,True,True,temperate,normal_winter,no_monsoon,vorpommern_area,north_german_region,europe_superregion,europe
Kolberg,48,6,2,2,2,WOL - Wolgast,fish,lubeck,woods,catholic,Same religion,pommeranian,Same culture,True,True,temperate,normal_winter,no_monsoon,hinter_pommern_area,north_german_region,europe_superregion,europe
Neumark,49,6,2,2,2,BRA - Brandenburg,livestock,saxony,woods,catholic,Same religion,saxon,Same culture,True,False,temperate,normal_winter,no_monsoon,neumark_area,north_german_region,europe_superregion,europe
Berlin,50,12,4,4,4,BRA - Brandenburg,cloth,saxony,woods,catholic,Same religion,saxon,Same culture,True,False,temperate,normal_winter,no_monsoon,mittelmark_area,north_german_region,europe_superregion,europe
Ruppin,51,4,2,2,1,BRA - Brandenburg,livestock,saxony,woods,catholic,Same religion,saxon,Same culture,True,False,temperate,normal_winter,no_monsoon,mittelmark_area,north_german_region,europe_superregion,europe
Magdeburg,52,8,4,4,2,MAG - Magdeburg,cloth,saxony,woods,catholic,Same religion,saxon,Same culture,True,False,temperate,normal_winter,no_monsoon,northern_saxony_area,north_german_region,europe_superregion,europe
Lüneburg,53,7,3,3,2,LUN - Luneburg,salt,lubeck,woods,catholic,Same religion,lower_saxon,Same culture,True,False,temperate,normal_winter,no_monsoon,lower_saxony_area,north_german_region,europe_superregion,europe
Bremen,54,6,2,2,2,VER - Verden,fish,lubeck,grasslands,catholic,Same religion,lower_saxon,Same culture,True,True,temperate,mild_winter,no_monsoon,weser_area,north_german_region,europe_superregion,europe
Oldenburg,55,6,3,2,2,OLD - Oldenburg,salt,lubeck,grasslands,catholic,Same religion,hannoverian,Same culture,True,True,temperate,mild_winter,no_monsoon,weser_area,north_german_region,europe_superregion,europe
Osnabrück,56,8,3,4,2,MUN - Munster,salt,rheinland,woods,catholic,Same religion,hannoverian,Same culture,True,False,temperate,normal_winter,no_monsoon,north_westphalia_area,north_german_region,europe_superregion,europe
Hannover,57,9,3,3,3,BRU - Brunswick,iron,saxony,woods,catholic,Same religion,lower_saxon,Same culture,True,False,temperate,normal_winter,no_monsoon,braunschweig_area,north_german_region,europe_superregion,europe
Anhalt,58,6,2,2,2,ANH - Anhalt,wool,saxony,woods,catholic,Same religion,saxon,Same culture,True,False,temperate,normal_winter,no_monsoon,northern_saxony_area,north_german_region,europe_superregion,europe
Meissen,59,8,4,4,2,SAX - Saxony,wool,saxony,woods,catholic,Same religion,saxon,Same culture,True,False,temperate,normal_winter,no_monsoon,south_saxony_area,north_german_region,europe_superregion,europe
Lausitz,60,4,2,2,1,BOH - Bohemia,cloth,saxony,woods,catholic,Same religion,sorbian,Same culture group,True,False,temperate,normal_winter,no_monsoon,lusatia_area,north_german_region,europe_superregion,europe
Dresden,61,10,6,6,2,MEI - Meissen,iron,saxony,woods,catholic,Same religion,saxon,Same culture,True,False,temperate,normal_winter,no_monsoon,south_saxony_area,north_german_region,europe_superregion,europe
Leipzig,62,8,4,4,2,SAX - Saxony,wool,saxony,woods,catholic,Same religion,saxon,Same culture,True,False,temperate,normal_winter,no_monsoon,south_saxony_area,north_german_region,europe_superregion,europe
Erfurt,63,10,5,4,3,THU - Thuringia,dyes,saxony,hills,catholic,Same religion,saxon,Same culture,True,False,temperate,normal_winter,no_monsoon,thuringia_area,north_german_region,europe_superregion,europe
Niederbayern,64,9,5,5,2,LBV - Landshut,salt,wien,farmlands,catholic,Same religion,bavarian,Same culture,True,False,temperate,normal_winter,no_monsoon,lower_bavaria_area,south_german_region,europe_superregion,europe
München,65,13,6,5,4,UBV - Munich,grain,wien,farmlands,catholic,Same religion,bavarian,Same culture,True,False,temperate,normal_winter,no_monsoon,upper_bavaria_area,south_german_region,europe_superregion,europe
Bamberg,66,6,2,2,2,BAM - Bamberg,wine,rheinland,woods,catholic,Same religion,franconian,Same culture,True,False,temperate,normal_winter,no_monsoon,upper_franconia_area,south_german_region,europe_superregion,europe
Franken,67,14,8,8,3,NUM - Nuremberg,paper,rheinland,farmlands,catholic,Same religion,franconian,Same culture,True,False,temperate,normal_winter,no_monsoon,upper_franconia_area,south_german_region,europe_superregion,europe
Memmingen,68,11,5,5,3,MEM - Memmingen,cloth,wien,farmlands,catholic,Same religion,swabian,Same culture,True,False,temperate,normal_winter,no_monsoon,upper_swabia_area,south_german_region,europe_superregion,europe
Konstanz,69,7,6,5,1,RVA - Ravensburg,cloth,rheinland,woods,catholic,Same religion,hannoverian,Same culture,True,False,temperate,normal_winter,no_monsoon,north_westphalia_area,north_german_region,europe_superregion,europe
Württemberg,70,10,4,4,3,WUR - Wurttemberg,grain,wien,farmlands,catholic,Same religion,swabian,Same culture,True,False,temperate,normal_winter,no_monsoon,lower_swabia_area,south_german_region,europe_superregion,europe
Leiningen,71,7,3,3,2,ANS - Ansbach,salt,rheinland,grasslands,catholic,Same religion,franconian,Same culture,True,False,temperate,normal_winter,no_monsoon,franconia_area,south_german_region,europe_superregion,europe
Breisgau,72,10,4,4,3,HAB - Austria,glass,rheinland,woods,catholic,Same religion,swabian,Same culture group,True,False,temperate,normal_winter,no_monsoon,upper_rhineland_area,south_german_region,europe_superregion,europe
Tirol,73,8,3,4,2,HAB - Austria,gold,wien,mountain,catholic,Same religion,austrian,Same culture,True,False,temperate,severe_winter,no_monsoon,tirol_area,south_german_region,europe_superregion,europe
Baden,74,7,3,3,2,BAD - Baden,wine,rheinland,grasslands,catholic,Same religion,swabian,Same culture,True,False,temperate,normal_winter,no_monsoon,upper_rhineland_area,south_german_region,europe_superregion,europe
Elsass,75,14,6,6,4,ALS - Alsace,paper,rheinland,grasslands,catholic,Same religion,swabian,Same culture,True,False,temperate,normal_winter,no_monsoon,alsace_area,south_german_region,europe_superregion,europe
Salzburg,76,13,5,5,4,SLZ - Salzburg,salt,wien,mountain,catholic,Same religion,bavarian,Same culture,True,False,temperate,severe_winter,no_monsoon,east_bavaria_area,south_german_region,europe_superregion,europe
Worms,77,12,5,4,4,PAL - Palatinate,wine,rheinland,farmlands,catholic,Same religion,hessian,Same culture,True,False,temperate,normal_winter,no_monsoon,palatinate_area,south_german_region,europe_superregion,europe
Pfalz,78,8,4,4,2,MAI - Mainz,paper,rheinland,farmlands,catholic,Same religion,hessian,Same culture,True,False,temperate,normal_winter,no_monsoon,hesse_area,north_german_region,europe_superregion,europe
Würzburg,79,10,4,4,3,WBG - Wurzburg,wine,rheinland,grasslands,catholic,Same religion,franconian,Same culture,True,False,temperate,normal_winter,no_monsoon,franconia_area,south_german_region,europe_superregion,europe
Trier,80,9,5,5,2,TRI - Trier,grain,rheinland,woods,catholic,Same religion,hessian,Same culture,True,False,temperate,normal_winter,no_monsoon,lower_rhineland_area,north_german_region,europe_superregion,europe
Hessen,81,9,4,3,3,HES - Hessen,wool,rheinland,woods,catholic,Same religion,hessian,Same culture,True,False,temperate,normal_winter,no_monsoon,hesse_area,north_german_region,europe_superregion,europe
Lippe,82,5,3,3,1,KOL - Cologne,wool,rheinland,woods,catholic,Same religion,hannoverian,Same culture group,True,False,temperate,normal_winter,no_monsoon,westphalia_area,north_german_region,europe_superregion,europe
Nassau,83,9,3,3,3,NSA - Nassau,copper,rheinland,woods,catholic,Same religion,hessian,Same culture,True,False,temperate,normal_winter,no_monsoon,north_rhine_area,north_german_region,europe_superregion,europe
Berg,84,6,4,4,1,BRG - Berg,cloth,rheinland,woods,catholic,Same religion,hessian,Same culture,True,False,temperate,normal_winter,no_monsoon,north_rhine_area,north_german_region,europe_superregion,europe
Köln,85,12,6,6,3,KOL - Cologne,paper,rheinland,woods,catholic,Same religion,hessian,Same culture,True,False,temperate,normal_winter,no_monsoon,north_rhine_area,north_german_region,europe_superregion,europe
Münster,86,12,4,4,4,MUN - Munster,cloth,rheinland,woods,catholic,Same religion,hannoverian,Same culture,True,False,temperate,normal_winter,no_monsoon,north_westphalia_area,north_german_region,europe_superregion,europe
Calais,87,11,5,5,3,ENG - England,fish,english_channel,grasslands,catholic,Same religious group,wallonian,Different culture group,True,True,temperate,mild_winter,no_monsoon,picardy_area,france_region,europe_superregion,europe
Artois,88,12,6,6,3,BUR - Burgundy,cloth,english_channel,farmlands,catholic,Same religion,wallonian,Same culture group,True,False,temperate,mild_winter,no_monsoon,picardy_area,france_region,europe_superregion,europe
Picardie,89,16,6,6,5,FRA - France,grain,english_channel,grasslands,catholic,Same religion,cosmopolitan_french,Same culture,True,True,temperate,mild_winter,no_monsoon,picardy_area,france_region,europe_superregion,europe
Vlaanderen,90,15,7,7,4,FLA - Flanders,cloth,english_channel,farmlands,catholic,Same religion,flemish,Same culture,True,True,temperate,mild_winter,no_monsoon,flanders_area,low_countries_region,europe_superregion,europe
Hainault,91,12,6,6,3,BUR - Burgundy,,champagne,grasslands,catholic,Same religion,wallonian,Same culture group,True,False,temperate,mild_winter,no_monsoon,wallonia_area,low_countries_region,europe_superregion,europe
Brabant,92,15,7,7,4,BRB - Brabant,cloth,english_channel,farmlands,catholic,Same religion,flemish,Same culture,True,False,temperate,mild_winter,no_monsoon,brabant_area,low_countries_region,europe_superregion,europe
Liège,93,12,6,6,3,LIE - Liege,glass,champagne,woods,catholic,Same religion,wallonian,Same culture,True,False,temperate,mild_winter,no_monsoon,wallonia_area,low_countries_region,europe_superregion,europe
Luxemburg,94,9,5,5,2,BUR - Burgundy,iron,champagne,woods,catholic,Same religion,wallonian,Same culture group,True,False,temperate,mild_winter,no_monsoon,wallonia_area,low_countries_region,europe_superregion,europe
Noord,95,7,4,3,2,BRB - Brabant,cloth,english_channel,woods,catholic,Same religion,dutch,Same culture group,True,False,temperate,mild_winter,no_monsoon,north_brabant_area,low_countries_region,europe_superregion,europe
Zeeland,96,7,5,5,1,HOL - Holland,salt,english_channel,grasslands,catholic,Same religion,dutch,Same culture,True,True,temperate,mild_winter,no_monsoon,holland_area,low_countries_region,europe_superregion,europe
Holland,97,14,6,6,4,HOL - Holland,cloth,english_channel,farmlands,catholic,Same religion,dutch,Same culture,True,True,temperate,mild_winter,no_monsoon,holland_area,low_countries_region,europe_superregion,europe
Utrecht,98,9,5,5,2,UTR - Utrecht,cloth,english_channel,farmlands,catholic,Same religion,dutch,Same culture,True,True,temperate,mild_winter,no_monsoon,holland_area,low_countries_region,europe_superregion,europe
Gelre,99,12,6,6,3,GEL - Gelre,livestock,english_channel,woods,catholic,Same religion,dutch,Same culture,True,True,temperate,mild_winter,no_monsoon,frisia_area,low_countries_region,europe_superregion,europe
Friesland,100,10,6,6,2,FRI - Friesland,livestock,english_channel,farmlands,catholic,Same religion,frisian,Same culture,True,True,temperate,mild_winter,no_monsoon,frisia_area,low_countries_region,europe_superregion,europe
Liguria,101,20,10,10,5,GEN - Genoa,paper,genua,hills,catholic,Same religion,ligurian,Same culture,True,True,temperate,no_winter,no_monsoon,liguria_area,italy_region,europe_superregion,europe
Nice,102,8,4,4,2,SAV - Savoy,fish,genua,hills,catholic,Same religion,ligurian,Same culture group,True,True,temperate,no_winter,no_monsoon,liguria_area,italy_region,europe_superregion,europe
Niklas,103,13,7,7,3,SAV - Savoy,wine,genua,mountain,catholic,Same religion,piedmontese,Same culture,True,False,temperate,mild_winter,no_monsoon,piedmont_area,italy_region,europe_superregion,europe
Lombardia,104,19,8,7,6,MLO - Milan,cloth,genua,farmlands,catholic,Same religion,lombard,Same culture,True,False,temperate,mild_winter,no_monsoon,lombardy_area,italy_region,europe_superregion,europe
Parma,105,13,6,5,4,MLO - Milan,livestock,venice,hills,catholic,Same religion,romagnan,Same culture group,True,False,temperate,no_winter,no_monsoon,emilia_romagna_area,italy_region,europe_superregion,europe
Modena,106,9,5,5,2,FER - Ferrara,livestock,venice,hills,catholic,Same religion,romagnan,Same culture,True,False,temperate,no_winter,no_monsoon,emilia_romagna_area,italy_region,europe_superregion,europe
Brescia,107,11,5,5,3,MLO - Milan,cloth,venice,hills,catholic,Same religion,lombard,Same culture,True,False,temperate,mild_winter,no_monsoon,po_valley_area,italy_region,europe_superregion,europe
Verona,108,11,5,5,3,MLO - Milan,grain,venice,farmlands,catholic,Same religion,venetian,Same culture group,True,False,temperate,mild_winter,no_monsoon,venetia_area,italy_region,europe_superregion,europe
Mantua,109,14,8,8,3,MAN - Mantua,livestock,venice,farmlands,catholic,Same religion,romagnan,Same culture,True,False,temperate,no_winter,no_monsoon,po_valley_area,italy_region,europe_superregion,europe
Trent,110,5,4,3,1,TNT - Trent,iron,wien,mountain,catholic,Same religion,venetian,Different culture group,True,False,temperate,severe_winter,no_monsoon,tirol_area,south_german_region,europe_superregion,europe
Friuli,111,9,5,5,2,AQU - Aquileia,wine,venice,hills,catholic,Same religion,venetian,Same culture,True,True,temperate,mild_winter,no_monsoon,venetia_area,italy_region,europe_superregion,europe
Venezia,112,22,10,12,5,VEN - Venice,glass,venice,coastline,catholic,Same religion,venetian,Same culture,True,True,temperate,no_winter,no_monsoon,venetia_area,italy_region,europe_superregion,europe
Ferrara,113,10,6,6,2,FER - Ferrara,salt,venice,farmlands,catholic,Same religion,romagnan,Same culture,True,True,temperate,no_winter,no_monsoon,emilia_romagna_area,italy_region,europe_superregion,europe
Romagna,114,9,4,5,2,VEN - Venice,salt,venice,grasslands,catholic,Same religion,romagnan,Same culture group,True,True,temperate,no_winter,no_monsoon,emilia_romagna_area,italy_region,europe_superregion,europe
Pisa,115,12,6,6,3,PIS - Pisa,wine,genua,farmlands,catholic,Same religion,tuscan,Same culture,True,True,temperate,no_winter,no_monsoon,tuscany_area,italy_region,europe_superregion,europe
Firenze,116,24,10,12,6,LAN - Florence,wine,genua,hills,catholic,Same religion,tuscan,Same culture,True,False,temperate,no_winter,no_monsoon,tuscany_area,italy_region,europe_superregion,europe
Siena,117,16,8,8,4,SIE - Siena,glass,genua,farmlands,catholic,Same religion,tuscan,Same culture,True,True,temperate,no_winter,no_monsoon,tuscany_area,italy_region,europe_superregion,europe
Roma,118,23,9,9,7,PAP - Papal,paper,genua,farmlands,catholic,Same religion,umbrian,Same culture,True,True,temperate,no_winter,no_monsoon,lazio_area,italy_region,europe_superregion,europe
Ancona,119,13,5,5,4,PAP - Papal,paper,venice,hills,catholic,Same religion,umbrian,Same culture,True,True,temperate,no_winter,no_monsoon,central_italy_area,italy_region,europe_superregion,europe
Abbruzzi,120,11,5,5,3,NAP - Naples,wine,venice,mountain,catholic,Same religion,neapolitan,Same culture,True,True,arid,severe_winter,no_monsoon,central_italy_area,italy_region,europe_superregion,asia
Napoli,121,20,8,8,6,NAP - Naples,grain,genua,farmlands,catholic,Same religion,neapolitan,Same culture,True,True,temperate,no_winter,no_monsoon,naples_area,italy_region,europe_superregion,europe
Apulia,122,7,3,3,2,NAP - Naples,wine,venice,grasslands,catholic,Same religion,neapolitan,Same culture,True,True,temperate,no_winter,no_monsoon,apulia_area,italy_region,europe_superregion,europe
Calabria,123,6,2,2,2,NAP - Naples,fish,genua,hills,catholic,Same religion,sicilian,Same culture group,True,True,temperate,no_winter,no_monsoon,calabria_area,italy_region,europe_superregion,europe
Messina,124,16,6,6,5,SIC - Sicily,fish,genua,mountain,catholic,Same religion,sicilian,Same culture,True,True,temperate,no_winter,no_monsoon,sicily_area,italy_region,europe_superregion,europe
Palermo,125,11,5,5,3,SIC - Sicily,wine,genua,farmlands,catholic,Same religion,sicilian,Same culture,True,True,temperate,no_winter,no_monsoon,western_sicily_area,italy_region,europe_superregion,europe
Malta,126,7,3,3,2,SIC - Sicily,fish,genua,coastline,catholic,Same religion,maltese,Same culture group,True,True,temperate,no_winter,no_monsoon,sicily_area,italy_region,europe_superregion,europe
Sardinia,127,7,3,3,2,SAR - Sardinia,fish,genua,highlands,catholic,Same religion,sardinian,Same culture,True,True,temperate,no_winter,no_monsoon,corsica_sardinia_area,italy_region,europe_superregion,europe
Kärnten,128,9,4,3,3,HAB - Austria,iron,wien,woods,catholic,Same religion,austrian,Same culture,True,False,temperate,mild_winter,no_monsoon,inner_austria_area,south_german_region,europe_superregion,europe
Krain,129,8,4,4,2,HAB - Austria,livestock,venice,woods,catholic,Same religion,slovene,Different culture group,True,False,temperate,severe_winter,no_monsoon,carinthia_area,south_german_region,europe_superregion,asia
Istria,130,9,2,3,3,VEN - Venice,salt,venice,woods,catholic,Same religion,dalmatian,Same culture group,True,True,temperate,severe_winter,no_monsoon,carinthia_area,south_german_region,europe_superregion,europe
Croatia,131,5,3,3,1,CRO - Croatia,cloth,ragusa,grasslands,catholic,Same religion,croatian,Same culture,True,False,temperate,mild_winter,no_monsoon,croatia_area,balkan_region,eastern_europe_superregion,europe
Steiermark,132,10,4,4,3,HAB - Austria,grain,wien,mountain,catholic,Same religion,austrian,Same culture,True,False,temperate,severe_winter,no_monsoon,inner_austria_area,south_german_region,europe_superregion,europe
Linz,133,10,4,4,3,HAB - Austria,grain,wien,hills,catholic,Same religion,austrian,Same culture,True,False,temperate,normal_winter,no_monsoon,austria_proper_area,south_german_region,europe_superregion,europe
Wien,134,18,6,6,6,HAB - Austria,wine,wien,farmlands,catholic,Same religion,austrian,Same culture,True,False,temperate,normal_winter,no_monsoon,austria_proper_area,south_german_region,europe_superregion,europe
Sopron,135,7,3,3,2,HUN - Hungary,grain,pest,grasslands,catholic,Same religion,hungarian,Same culture,True,False,temperate,normal_winter,no_monsoon,transdanubia_area,carpathia_region,eastern_europe_superregion,europe
Dalmatia,136,7,4,3,2,DAL - Dalmatia,wool,ragusa,grasslands,catholic,Same religion,dalmatian,Same culture,True,True,temperate,no_winter,no_monsoon,east_adriatic_coast_area,balkan_region,eastern_europe_superregion,europe
Ragusa,137,12,5,6,3,RAG - Ragusa,salt,ragusa,hills,catholic,Same religion,dalmatian,Same culture,True,True,temperate,no_winter,no_monsoon,east_adriatic_coast_area,balkan_region,eastern_europe_superregion,europe
Zeta,138,4,2,2,1,MON - Montenegro,livestock,ragusa,mountain,orthodox,Same religion,serbian,Same culture,True,False,temperate,no_winter,no_monsoon,rascia_area,balkan_region,eastern_europe_superregion,europe
